4.2030, 0.6647, 18.4665, 0.0186, 34.9674, 35.2163
5.3040, 0.6200, 29.7284, 0.0083, 37.0450, 28.7260
4.3099, 0.5863, 18.5453, 0.0213, 42.8486, 34.8558
3.7207, 0.5812, 13.8821, 0.0256, 45.4155, 36.6587
3.3119, 0.5701, 10.8510, 0.0387, 41.5264, 37.9808
3.0153, 0.5695, 9.3961, 0.0665, 48.6693, 40.1442
1.7248, 0.5613, 8.3758, 0.1046, 47.6391, 44.4712
1.0087, 0.5557, 8.0607, 0.1627, 58.0014, 50.3606
0.9854, 0.5372, 8.0523, 0.1556, 53.6315, 49.0385
0.9890, 0.5309, 8.0487, 0.1431, 60.6198, 40.6250
0.9360, 0.5134, 8.0027, 0.1655, 66.3633, 53.9663
0.8274, 0.5004, 7.9469, 0.1475, 67.6854, 47.4760
0.7919, 0.4888, 7.9720, 0.1591, 64.6635, 46.9952
0.6481, 0.4702, 7.9580, 0.1195, 71.7634, 50.6010
0.6415, 0.4739, 7.9456, 0.1333, 73.4976, 51.2019
0.5869, 0.4695, 7.9345, 0.1286, 64.4145, 57.4519
0.5538, 0.4575, 7.9438, 0.0964, 83.9114, 47.4760
0.4782, 0.4778, 7.9557, 0.1093, 79.7905, 53.8462
0.4872, 0.4559, 7.9377, 0.1199, 88.6161, 48.6779
0.3650, 0.4630, 7.9678, 0.0903, 86.9334, 49.0385
0.3749, 0.4726, 7.9498, 0.0972, 87.0364, 57.6923
0.3159, 0.4609, 7.9445, 0.0794, 93.5955, 51.6827
0.3368, 0.4886, 7.9568, 0.0763, 93.2177, 45.5529
0.3172, 0.4931, 7.9715, 0.0814, 90.1442, 46.0337
0.2689, 0.5097, 7.9530, 0.0710, 87.6459, 46.8750
0.3308, 0.4980, 7.9637, 0.0704, 96.2740, 46.9952
0.2152, 0.5193, 7.9535, 0.0684, 96.2054, 51.8029
0.1794, 0.5524, 7.9526, 0.0709, 94.7888, 47.7163
0.1535, 0.5767, 7.9532, 0.0706, 96.5917, 50.7212
0.1745, 0.5974, 7.9607, 0.0769, 96.1882, 50.4808
0.1182, 0.6140, 7.9545, 0.0653, 97.5962, 52.8846
0.1260, 0.6158, 7.9604, 0.0492, 97.8280, 44.2308
0.1091, 0.6105, 7.9909, 0.0613, 98.5405, 46.8750
0.0887, 0.6224, 7.9625, 0.0526, 98.1971, 47.7163
0.0636, 0.6189, 7.9648, 0.0513, 98.6350, 47.7163
0.1132, 0.6185, 7.9964, 0.0455, 94.7373, 54.5673
0.1712, 0.6172, 7.9513, 0.0549, 98.2572, 46.8750
0.0797, 0.6391, 7.9808, 0.0493, 98.9526, 50.6010
0.1540, 0.6252, 7.9575, 0.0562, 87.6288, 55.2885
0.1686, 0.6414, 7.9391, 0.0712, 98.7380, 49.2788
0.1077, 0.6251, 7.9497, 0.0485, 98.8582, 47.7163
0.0365, 0.6498, 7.9499, 0.0269, 99.3475, 51.9231
0.0331, 0.6650, 7.9469, 0.0263, 99.4591, 47.7163
0.0863, 0.6642, 7.9340, 0.0500, 98.0168, 43.0288
0.2030, 0.6468, 7.9599, 0.0262, 98.0340, 50.4808
0.0935, 0.6548, 7.9328, 0.0398, 99.0986, 47.7163
0.0702, 0.6550, 7.9470, 0.0292, 99.3990, 45.4327
0.0440, 0.6499, 7.9428, 0.0255, 99.7510, 45.4327
0.0261, 0.6490, 7.9243, 0.0155, 99.6137, 45.4327
0.0341, 0.6509, 7.9207, 0.0188, 98.1198, 48.3173
0.0392, 0.6447, 7.9614, 0.0174, 99.8283, 45.4327
0.0300, 0.6457, 7.9644, 0.0082, 99.8283, 48.3173
0.0366, 0.6522, 7.9646, 0.0144, 99.8283, 48.3173
0.0218, 0.6449, 7.9539, 0.0082, 99.7253, 48.3173
0.0352, 0.6420, 7.9557, 0.0174, 99.8970, 48.3173
0.0094, 0.6483, 7.9356, 0.0098, 99.9313, 48.3173
0.0086, 0.6424, 7.9279, 0.0080, 99.8369, 46.7548
0.1640, 0.6477, 7.9388, 0.0228, 86.5814, 48.3173
0.7143, 0.6544, 7.9865, 0.0487, 87.3455, 56.1298
0.2743, 0.6443, 7.9671, 0.0445, 97.9052, 49.3990
0.0837, 0.6343, 7.9356, 0.0337, 99.2273, 47.7163
0.0212, 0.6363, 7.9403, 0.0131, 99.4248, 48.3173
0.0345, 0.6396, 7.9059, 0.0220, 99.8283, 45.4327
0.0154, 0.6287, 7.9360, 0.0104, 100.0000, 48.3173
0.0108, 0.6364, 7.9161, 0.0092, 99.8712, 48.3173
0.0045, 0.6290, 7.9407, 0.0053, 100.0000, 48.3173
