1.1792, 0.6453, 59.4609, 64.3029
0.8499, 0.5675, 74.9571, 71.8750
0.6656, 0.5612, 77.9190, 69.1106
0.5874, 0.5247, 83.9715, 71.1538
0.4244, 0.5009, 89.7321, 73.0769
0.3878, 0.4693, 86.5127, 77.0433
0.2384, 0.4444, 93.4753, 77.0433
0.2392, 0.4229, 95.5615, 82.2115
0.2512, 0.3810, 94.7373, 90.3846
0.1511, 0.3657, 97.2699, 76.6827
0.1464, 0.3528, 97.9997, 81.3702
0.1105, 0.3180, 98.3860, 86.7788
0.0716, 0.3044, 98.2143, 79.6875
0.0765, 0.2923, 99.7339, 76.6827
0.0363, 0.2778, 99.3990, 80.4087
0.0336, 0.2659, 99.3990, 83.7740
0.0214, 0.2585, 99.5879, 71.2740
0.0367, 0.2642, 99.7167, 71.0337
0.0229, 0.2599, 99.7940, 77.5240
0.0277, 0.2372, 99.8970, 76.8029
0.0143, 0.2307, 100.0000, 76.3221
0.0097, 0.2194, 100.0000, 75.1202
0.0074, 0.2193, 100.0000, 75.2404
0.0060, 0.2056, 100.0000, 73.4375
0.0058, 0.1969, 100.0000, 72.4760
0.0053, 0.1899, 100.0000, 77.1635
0.0057, 0.2029, 100.0000, 72.4760
0.0042, 0.1857, 100.0000, 71.7548
0.0041, 0.1844, 100.0000, 71.8750
0.0030, 0.1814, 100.0000, 72.3558
0.0028, 0.1728, 100.0000, 71.5144
0.0027, 0.1811, 100.0000, 71.8750
0.0023, 0.1819, 100.0000, 72.7163
0.0022, 0.1784, 100.0000, 72.4760
0.0022, 0.1653, 100.0000, 72.1154
0.0018, 0.1637, 100.0000, 71.9952
0.0014, 0.1577, 100.0000, 72.2356
0.0015, 0.1613, 100.0000, 72.3558
0.0014, 0.1735, 100.0000, 72.8365
0.0014, 0.1504, 100.0000, 72.4760
0.0013, 0.1575, 100.0000, 71.2740
0.0009, 0.1615, 100.0000, 71.3942
0.0010, 0.1572, 100.0000, 72.2356
0.0010, 0.1623, 100.0000, 72.2356
0.0009, 0.1706, 100.0000, 71.3942
0.0008, 0.1676, 100.0000, 71.5144
0.0008, 0.1489, 100.0000, 71.9952
0.0007, 0.1756, 100.0000, 72.2356
0.0007, 0.1753, 100.0000, 71.9952
0.0006, 0.2031, 100.0000, 72.3558
0.0005, 0.1955, 100.0000, 73.0769
0.0005, 0.2029, 100.0000, 72.1154
0.0005, 0.2256, 100.0000, 72.3558
0.0005, 0.2484, 100.0000, 72.9567
0.0005, 0.2565, 100.0000, 73.5577
0.0005, 0.2893, 100.0000, 72.7163
0.0004, 0.2816, 100.0000, 73.1971
0.0004, 0.3078, 100.0000, 73.1971
0.0004, 0.3257, 100.0000, 72.7163
0.0004, 0.3385, 100.0000, 72.8365
0.0004, 0.3761, 100.0000, 72.8365
0.0004, 0.4095, 100.0000, 72.9567
0.0003, 0.4191, 100.0000, 73.1971
0.0003, 0.4317, 100.0000, 73.0769
0.0003, 0.4528, 100.0000, 72.9567
0.0003, 0.4757, 100.0000, 73.5577
0.0003, 0.4901, 100.0000, 73.1971
0.0002, 0.5125, 100.0000, 74.2788
0.0002, 0.5478, 100.0000, 73.7981
0.0003, 0.5572, 100.0000, 75.0000
0.0003, 0.5775, 100.0000, 74.2788
0.0002, 0.5616, 100.0000, 76.2019
0.0002, 0.6029, 100.0000, 75.4808
0.0002, 0.5816, 100.0000, 76.0817
0.0002, 0.5915, 100.0000, 79.5673
0.0002, 0.5887, 100.0000, 78.1250
0.0002, 0.5965, 100.0000, 79.8077
0.0002, 0.5890, 100.0000, 81.0096
0.0002, 0.5997, 100.0000, 80.4087
0.0001, 0.5825, 100.0000, 81.0096
0.0001, 0.5831, 100.0000, 81.4904
0.0002, 0.6047, 100.0000, 80.5288
0.0001, 0.6007, 100.0000, 80.6490
0.0001, 0.6109, 100.0000, 82.4519
0.0002, 0.6184, 100.0000, 82.4519
0.0001, 0.6221, 100.0000, 83.8942
0.0001, 0.6259, 100.0000, 82.4519
0.0001, 0.6232, 100.0000, 82.5721
0.0001, 0.6321, 100.0000, 84.1346
0.0001, 0.6271, 100.0000, 84.8558
0.0001, 0.6276, 100.0000, 85.5769
0.0001, 0.6225, 100.0000, 85.9375
0.0001, 0.6476, 100.0000, 86.0577
0.0001, 0.6453, 100.0000, 86.8990
0.0001, 0.6492, 100.0000, 86.7788
0.0001, 0.6546, 100.0000, 86.8990
0.0001, 0.6595, 100.0000, 87.3798
0.0001, 0.6622, 100.0000, 87.5000
0.0001, 0.6734, 100.0000, 87.1394
0.0001, 0.6771, 100.0000, 87.7404
0.0001, 0.6824, 100.0000, 87.0192
0.0001, 0.6781, 100.0000, 88.2212
0.0130, 0.6737, 75.9701, 61.8990
1.1061, 0.6884, 99.3046, 86.2981
0.0109, 0.6401, 100.0000, 86.2981
0.0046, 0.6098, 100.0000, 85.2163
0.0030, 0.5902, 100.0000, 84.4952
0.0025, 0.5860, 100.0000, 84.4952
0.0025, 0.5668, 100.0000, 84.6154
0.0016, 0.5621, 100.0000, 83.4135
0.0018, 0.5484, 100.0000, 83.4135
0.0016, 0.5339, 100.0000, 83.4135
0.0012, 0.5223, 100.0000, 83.4135
0.0012, 0.5221, 100.0000, 83.5337
0.0012, 0.5148, 100.0000, 83.6538
0.0010, 0.4871, 100.0000, 83.6538
0.0009, 0.4882, 100.0000, 83.6538
0.0009, 0.4668, 100.0000, 83.7740
0.0009, 0.4611, 100.0000, 84.0144
0.0007, 0.4570, 100.0000, 84.2548
0.0007, 0.4454, 100.0000, 84.1346
0.0006, 0.4267, 100.0000, 84.1346
0.0007, 0.4270, 100.0000, 84.3750
0.0005, 0.4158, 100.0000, 84.6154
0.0006, 0.4017, 100.0000, 84.6154
0.0006, 0.3934, 100.0000, 85.0962
0.0005, 0.3851, 100.0000, 85.0962
0.0005, 0.3792, 100.0000, 85.0962
0.0004, 0.3770, 100.0000, 85.0962
0.0005, 0.3711, 100.0000, 84.7356
0.0005, 0.3648, 100.0000, 85.0962
0.0004, 0.3558, 100.0000, 84.6154
0.0004, 0.3585, 100.0000, 84.7356
0.0004, 0.3634, 100.0000, 84.7356
0.0003, 0.3545, 100.0000, 85.2163
0.0003, 0.3470, 100.0000, 85.3365
0.0003, 0.3615, 100.0000, 85.4567
0.0003, 0.3388, 100.0000, 86.2981
0.0003, 0.3412, 100.0000, 86.0577
0.0003, 0.3561, 100.0000, 86.8990
0.0003, 0.3551, 100.0000, 87.1394
0.0003, 0.3453, 100.0000, 86.7788
0.0003, 0.3487, 100.0000, 85.8173
0.0003, 0.3581, 100.0000, 86.5385
