6.3237, 0.6624, 16.7077, 0.0439, 43.0288, 43.0288
4.4877, 0.6155, 27.1571, 0.0017, 50.7212, 48.1971
4.5186, 0.5803, 23.3741, 0.0010, 50.7212, 48.1971
4.4572, 0.5414, 19.4084, 0.0035, 50.7212, 48.1971
4.1126, 0.5105, 15.5722, 0.0065, 56.0096, 48.4375
3.5349, 0.4831, 14.2590, 0.0048, 56.0096, 42.5481
3.2280, 0.4455, 14.4171, 0.0043, 56.0096, 42.5481
3.2405, 0.4253, 13.4657, 0.0037, 56.0096, 42.4279
3.2666, 0.4017, 12.7977, 0.0066, 56.0096, 42.5481
3.2526, 0.3879, 11.5886, 0.0067, 56.0096, 42.6683
3.3247, 0.3730, 10.9221, 0.0102, 56.0096, 42.5481
3.3012, 0.3635, 10.8155, 0.0097, 56.0096, 42.5481
3.2655, 0.3508, 10.3247, 0.0098, 56.0096, 42.3077
3.4109, 0.3943, 11.6542, 0.0077, 56.0096, 40.3846
3.6554, 0.4374, 15.8194, 0.0025, 56.0096, 40.3846
3.2730, 0.4628, 15.4609, 0.0044, 66.5865, 43.3894
3.0951, 0.4577, 13.5624, 0.0065, 66.5865, 37.5000
3.0558, 0.4133, 13.7220, 0.0130, 66.5865, 44.3510
3.0546, 0.3966, 12.6842, 0.0104, 66.5865, 43.3894
3.0403, 0.3943, 11.9584, 0.0088, 66.5865, 43.3894
3.0035, 0.3965, 11.1200, 0.0127, 66.5865, 44.2308
2.9521, 0.4084, 10.5773, 0.0045, 66.5865, 43.3894
2.9450, 0.4071, 10.1670, 0.0069, 66.5865, 41.9471
2.8471, 0.4196, 9.8968, 0.0111, 66.5865, 43.3894
2.8382, 0.4408, 9.6565, 0.0068, 66.5865, 42.1875
2.9328, 0.4550, 9.1675, 0.0087, 66.5865, 43.3894
2.9895, 0.4702, 9.1366, 0.0042, 66.5865, 43.3894
3.0583, 0.4750, 8.8035, 0.0017, 66.5865, 43.3894
2.5821, 0.5136, 8.7528, 0.0054, 69.4712, 43.3894
2.5775, 0.5349, 8.3900, 0.0079, 69.4712, 43.3894
2.5662, 0.5403, 8.2929, 0.0035, 69.4712, 43.3894
2.4925, 0.5604, 8.2917, 0.0047, 70.6731, 47.4760
1.5552, 0.6114, 8.6308, 0.0314, 60.3365, 27.8846
3.9498, 0.6780, 13.0820, 0.0053, 59.2548, 43.8702
2.8322, 0.6308, 12.1378, 0.0149, 64.6635, 45.7933
3.0188, 0.6147, 11.0643, 0.0241, 62.6202, 40.5048
1.8796, 0.6473, 11.6391, 0.0303, 75.3606, 49.1587
2.0563, 0.6134, 11.0803, 0.0206, 77.4038, 50.0000
2.0704, 0.5989, 10.5724, 0.0340, 77.4038, 60.3365
1.6023, 0.5904, 9.8818, 0.0252, 73.1971, 62.8606
1.9893, 0.5780, 10.1286, 0.0315, 69.4712, 46.9952
0.9279, 0.5355, 8.9339, 0.0330, 75.4808, 56.8510
0.9661, 0.5231, 8.7262, 0.0374, 86.7788, 60.3365
0.8444, 0.5200, 8.7506, 0.0349, 85.0962, 41.7067
0.8814, 0.5317, 8.4328, 0.0342, 84.0144, 63.4615
0.9243, 0.5562, 8.4857, 0.0282, 68.6298, 46.8750
1.8267, 0.6404, 8.1742, 0.0366, 66.5865, 48.3173
0.9470, 0.6319, 7.9387, 0.0348, 88.7019, 38.1010
0.3057, 0.6134, 8.2036, 0.0554, 97.3558, 42.0673
0.1521, 0.5892, 7.9012, 0.0276, 98.5577, 42.0673
0.0973, 0.5729, 7.9434, 0.0192, 98.5577, 42.0673
0.1275, 0.5692, 7.9477, 0.0181, 98.5577, 42.0673
0.0922, 0.5545, 7.9448, 0.0163, 98.5577, 42.0673
0.1053, 0.5480, 7.9489, 0.0154, 98.5577, 42.0673
0.0541, 0.5453, 7.9116, 0.0248, 98.5577, 42.0673
0.0899, 0.5402, 7.8984, 0.0172, 98.5577, 43.7500
0.0614, 0.5297, 7.9891, 0.0169, 98.5577, 42.0673
0.0377, 0.5176, 7.8748, 0.0177, 98.5577, 42.0673
0.0210, 0.5280, 8.0786, 0.0186, 100.0000, 42.0673
0.0048, 0.5141, 7.9375, 0.0094, 100.0000, 42.0673
0.0045, 0.5179, 7.9050, 0.0134, 100.0000, 42.0673
0.0029, 0.5213, 7.8985, 0.0117, 100.0000, 42.0673
0.0024, 0.5272, 7.8940, 0.0081, 100.0000, 42.0673
0.0029, 0.5345, 7.9949, 0.0097, 100.0000, 42.0673
0.0018, 0.5324, 7.8841, 0.0071, 100.0000, 42.0673
0.0028, 0.5325, 7.9488, 0.0072, 100.0000, 42.0673
0.0235, 0.5370, 7.9257, 0.0154, 100.0000, 40.7452
0.0027, 0.5010, 7.9669, 0.0174, 100.0000, 38.8221
0.0014, 0.4930, 7.9057, 0.0144, 100.0000, 38.8221
0.0014, 0.5179, 7.9552, 0.0110, 100.0000, 38.8221
0.0014, 0.5404, 8.0013, 0.0088, 100.0000, 38.8221
0.0013, 0.5550, 7.9547, 0.0082, 100.0000, 38.8221
0.0012, 0.5753, 7.8798, 0.0071, 100.0000, 38.8221
0.0011, 0.5950, 7.9190, 0.0075, 100.0000, 39.1827
0.0007, 0.6006, 7.9006, 0.0062, 100.0000, 38.8221
0.0011, 0.5958, 7.8728, 0.0048, 100.0000, 38.8221
0.0009, 0.6007, 7.9173, 0.0054, 100.0000, 38.8221
0.0006, 0.5967, 7.9196, 0.0050, 100.0000, 38.8221
0.0008, 0.6074, 7.9649, 0.0060, 100.0000, 38.8221
0.0020, 0.5970, 7.8953, 0.0059, 100.0000, 38.8221
0.0011, 0.5991, 7.9234, 0.0047, 100.0000, 38.8221
0.0015, 0.5988, 7.8879, 0.0053, 100.0000, 38.8221
0.0014, 0.6214, 7.8883, 0.0051, 100.0000, 38.8221
0.0029, 0.6044, 7.8858, 0.0058, 100.0000, 38.8221
0.0008, 0.6071, 7.8708, 0.0048, 100.0000, 38.8221
0.0008, 0.6129, 7.8863, 0.0047, 100.0000, 38.8221
